10,asl2english,emphasize,EMPHASIZE,confident,"Tue Dec 05 2017 12:03:55 GMT-0500 (Eastern Standard Time)","Tue Dec 05 2017 12:07:28 GMT-0500 (Eastern Standard Time)",,,
10,asl2english,emphasize,EMPHASIZE,confident,"Tue Dec 05 2017 12:13:22 GMT-0500 (Eastern Standard Time)","Tue Dec 05 2017 12:13:26 GMT-0500 (Eastern Standard Time)",,,
10,asl2english,for,for-for,confident,"Tue Dec 05 2017 12:13:38 GMT-0500 (Eastern Standard Time)","Tue Dec 05 2017 12:14:40 GMT-0500 (Eastern Standard Time)",,,
10,asl2english,urge,URGE,confident,"Tue Dec 05 2017 12:14:52 GMT-0500 (Eastern Standard Time)","Tue Dec 05 2017 12:16:39 GMT-0500 (Eastern Standard Time)",,,
10,asl2english,addicted,ADDICTED,confident,"Tue Dec 05 2017 12:16:51 GMT-0500 (Eastern Standard Time)","Tue Dec 05 2017 12:17:54 GMT-0500 (Eastern Standard Time)",,,
10,asl2english,hurry,HURRY,confident,"Tue Dec 05 2017 12:18:08 GMT-0500 (Eastern Standard Time)","Tue Dec 05 2017 12:20:05 GMT-0500 (Eastern Standard Time)",,,
10,asl2english,,,,,,easy,"somewhat difficult","How I could pick where the signing space was and how many hands were used. I do not think I would use this just because it was a lot of colors and movement so it made my head hurt. ","Seeing the sign as you are looking for it would help so much."
10,handspeak,fork,Jump,"somewhat unsure","Tue Dec 05 2017 12:22:56 GMT-0500 (Eastern Standard Time)","Tue Dec 05 2017 12:24:27 GMT-0500 (Eastern Standard Time)",,,
10,handspeak,coat,"not found ",unsure,"Tue Dec 05 2017 12:24:43 GMT-0500 (Eastern Standard Time)","Tue Dec 05 2017 12:26:21 GMT-0500 (Eastern Standard Time)",,,
10,handspeak,grow,"could not find ",unsure,"Tue Dec 05 2017 12:26:40 GMT-0500 (Eastern Standard Time)","Tue Dec 05 2017 12:28:14 GMT-0500 (Eastern Standard Time)",,,
10,handspeak,argue,"could not find",unsure,"Tue Dec 05 2017 12:28:32 GMT-0500 (Eastern Standard Time)","Tue Dec 05 2017 12:30:01 GMT-0500 (Eastern Standard Time)",,,
10,handspeak,sheep,"could not find",unsure,"Tue Dec 05 2017 12:30:18 GMT-0500 (Eastern Standard Time)","Tue Dec 05 2017 12:30:55 GMT-0500 (Eastern Standard Time)",,,
10,handspeak,,,,,,difficult,difficult,"I did not like this one at all. I would not use it for my ASL class.","How to look up things it is just to hard and you have to be right about what hand shape it is and where it is but for me it does not give you specifics so it was harder trying to look them up when you do not know what a 1-D is or you can not really tell where the location is.  "
