6,asl2english,emphasize,"Emphasize ",confident,"Tue Dec 05 2017 12:03:48 GMT-0500 (Eastern Standard Time)","Tue Dec 05 2017 12:08:21 GMT-0500 (Eastern Standard Time)",,,
6,asl2english,for,For,"somewhat confident","Tue Dec 05 2017 12:09:23 GMT-0500 (Eastern Standard Time)","Tue Dec 05 2017 12:12:54 GMT-0500 (Eastern Standard Time)",,,
6,asl2english,urge,"not found",,"Tue Dec 05 2017 12:13:17 GMT-0500 (Eastern Standard Time)","Tue Dec 05 2017 12:15:43 GMT-0500 (Eastern Standard Time)",,,
6,asl2english,addicted,"Addicted ","somewhat unsure","Tue Dec 05 2017 12:16:07 GMT-0500 (Eastern Standard Time)","Tue Dec 05 2017 12:18:14 GMT-0500 (Eastern Standard Time)",,,
6,asl2english,hurry,Hurry,"somewhat confident","Tue Dec 05 2017 12:18:39 GMT-0500 (Eastern Standard Time)","Tue Dec 05 2017 12:20:33 GMT-0500 (Eastern Standard Time)",,,
6,asl2english,,,,,,"somewhat easy","somewhat difficult","I liked that there was multiple people signing so we could see different people doing it. I also liked the fact that there was many pictures and even an explanation of the picture for the hand shapes for the dominate and non-dominate hands. ","It was a little hard for me to understand the direction of the hand because I did not know if it was in relation to the body or the picture of the hand shape that was given. If there is some way to show the direct by a picture it would have been more helpful for me. "
6,handspeak,fork,fork,"somewhat unsure","Tue Dec 05 2017 12:25:08 GMT-0500 (Eastern Standard Time)","Tue Dec 05 2017 12:30:29 GMT-0500 (Eastern Standard Time)",,,
6,handspeak,coat,"jacket ","somewhat confident","Tue Dec 05 2017 12:30:49 GMT-0500 (Eastern Standard Time)","Tue Dec 05 2017 12:31:47 GMT-0500 (Eastern Standard Time)",,,
6,handspeak,grow,"Not found ",,"Tue Dec 05 2017 12:32:06 GMT-0500 (Eastern Standard Time)","Tue Dec 05 2017 12:33:12 GMT-0500 (Eastern Standard Time)",,,
6,handspeak,argue,"Not found",,"Tue Dec 05 2017 12:33:27 GMT-0500 (Eastern Standard Time)","Tue Dec 05 2017 12:34:46 GMT-0500 (Eastern Standard Time)",,,
6,handspeak,sheep,"Shepard ",unsure,"Tue Dec 05 2017 12:35:02 GMT-0500 (Eastern Standard Time)","Tue Dec 05 2017 12:36:33 GMT-0500 (Eastern Standard Time)",,,
6,handspeak,,,,,,difficult,difficult,"I liked the videos better in the application because they were more clear than in the other one. ","I did no like that if i did not produce absolute results of my own understanding the website didn't give me any kind of help or options to choose from. Also, it was just very difficult for me to understand the hand shape and placement because I couldn't imagine the words in my head. therefore the pictures in the other application helped A LOT. "
